order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260707-0037,2026-07-07,S008,P1040,4,108.81,0,pickup,Y
20260707-0038,2026-07-07,S003,P1012,1,111.29,10,in_store,Y
20260707-0039,2026-07-07,S001,P1012,2,123.66,0,in_store,Y
20260707-0040,2026-07-07,S003,P1009,3,115.26,0,in_store,Y
20260707-0041,2026-07-07,S007,P1079,1,256.21,0,ship_from_store,Y
20260707-0042,2026-07-07,S005,P1062,3,170.69,0,in_store,Y
20260707-0043,2026-07-07,S006,P1072,4,134.29,0,in_store,Y
20260707-0044,2026-07-07,S002,P1034,1,143.53,15,in_store,Y
20260707-0045,2026-07-07,S003,P1015,2,172.68,10,in_store,Y
20260707-0046,2026-07-07,S006,P1053,1,108.53,0,ship_from_store,Y
20260707-0047,2026-07-07,S002,P1040,1,97.93,10,ship_from_store,N
20260707-0048,2026-07-07,S004,P1079,4,256.21,0,in_store,Y
20260707-0049,2026-07-07,S008,P1010,1,469.57,15,in_store,Y
20260707-0050,2026-07-07,S001,P1008,3,157.95,10,in_store,Y
20260707-0051,2026-07-07,S008,P1028,4,647.52,0,pickup,Y
20260707-0052,2026-07-07,S006,P1070,4,172.14,15,ship_from_store,Y
20260707-0053,2026-07-07,S003,P1069,1,256.36,0,pickup,Y
20260707-0054,2026-07-07,S004,P1077,1,85.64,10,in_store,Y
20260707-0055,2026-07-07,S004,P1017,2,64.63,0,in_store,Y
20260707-0056,2026-07-07,S006,P1024,2,72.47,20,in_store,Y
20260707-0057,2026-07-07,S004,P1064,4,491.56,20,in_store,N
20260707-0058,2026-07-07,S004,P1028,2,582.77,10,ship_from_store,Y
20260707-0059,2026-07-07,S005,P1071,3,128.97,10,pickup,Y
20260707-0060,2026-07-07,S001,P1036,3,126.18,20,in_store,N
20260707-0061,2026-07-07,S008,P1044,1,170.33,10,in_store,Y
20260707-0062,2026-07-07,S004,P1053,2,103.1,5,ship_from_store,Y
20260707-0063,2026-07-07,S007,P1053,4,103.1,5,in_store,Y
20260707-0064,2026-07-07,S005,P1021,3,73.74,0,in_store,Y
20260707-0065,2026-07-07,S003,P1032,4,194.08,0,ship_from_store,Y
20260707-0066,2026-07-07,S007,P1024,3,90.59,0,pickup,Y
20260707-0067,2026-07-07,S003,P1077,2,95.15,0,in_store,Y
20260707-0068,2026-07-07,S007,P1043,1,204.85,15,in_store,N
20260707-0069,2026-07-07,S008,P1058,1,210.87,20,in_store,Y
20260707-0070,2026-07-07,S003,P1027,1,92.03,0,in_store,Y
20260707-0071,2026-07-07,S007,P1001,1,111.2,15,in_store,N
20260707-0072,2026-07-07,S001,P1053,1,108.53,0,ship_from_store,Y
20260707-0073,2026-07-07,S006,P1038,2,167.35,15,in_store,Y
20260707-0074,2026-07-07,S002,P1080,2,135.85,5,pickup,Y
20260707-0075,2026-07-07,S004,P1005,1,111.54,0,ship_from_store,Y
20260707-0076,2026-07-07,S005,P1010,1,497.19,10,in_store,Y
20260707-0077,2026-07-07,S007,P1028,2,615.14,5,in_store,Y
20260707-0078,2026-07-07,S004,P1072,2,134.29,0,in_store,Y
20260707-0079,2026-07-07,S006,P1066,2,83.9,20,ship_from_store,Y
20260707-0080,2026-07-07,S005,P1011,2,119.76,10,in_store,Y
20260707-0081,2026-07-07,S006,P1020,1,190.33,10,in_store,Y
20260707-0082,2026-07-07,S007,P1015,1,191.87,0,pickup,N
20260707-0083,2026-07-07,S006,P1062,2,170.69,0,in_store,N
20260707-0084,2026-07-07,S002,P1031,1,164.85,5,in_store,Y
20260707-0085,2026-07-07,S005,P1034,3,135.09,20,pickup,Y
20260707-0086,2026-07-07,S003,P1057,1,369.15,10,ship_from_store,N
20260707-0087,2026-07-07,S006,P1066,2,94.39,10,in_store,Y
20260707-0088,2026-07-07,S003,P1071,1,143.3,0,pickup,Y
20260707-0089,2026-07-07,S006,P1008,1,175.5,0,pickup,Y
20260707-0090,2026-07-07,S005,P1033,2,189.46,0,in_store,Y
20260707-0091,2026-07-07,S003,P1063,4,79.92,0,in_store,N
20260707-0092,2026-07-07,S004,P1065,1,90.29,20,in_store,N
20260707-0093,2026-07-07,S007,P1054,1,63.61,10,ship_from_store,N
20260707-0094,2026-07-07,S001,P1072,1,134.29,0,in_store,Y
20260707-0095,2026-07-07,S008,P1033,1,179.99,5,in_store,Y
20260707-0096,2026-07-07,S001,P1024,1,72.47,20,in_store,N
20260707-0097,2026-07-07,S008,P1070,1,192.39,5,in_store,Y
20260707-0098,2026-07-07,S003,P1045,3,348.41,0,in_store,Y
20260707-0099,2026-07-07,S006,P1071,3,143.3,0,pickup,Y
20260707-0100,2026-07-07,S001,P1057,2,410.17,0,in_store,Y
20260707-0101,2026-07-07,S003,P1062,4,153.62,10,in_store,N
20260707-0102,2026-07-07,S002,P1001,4,130.82,0,in_store,N
20260707-0103,2026-07-07,S008,P1035,1,118.18,20,in_store,Y
20260707-0104,2026-07-07,S006,P1019,2,170.04,5,pickup,N
20260707-0105,2026-07-07,S001,P1069,4,256.36,0,pickup,Y
20260707-0106,2026-07-07,S007,P1070,1,162.02,20,ship_from_store,Y
20260707-0107,2026-07-07,S006,P1016,4,634.09,0,ship_from_store,Y
20260707-0108,2026-07-07,S003,P1034,2,168.86,0,pickup,Y
20260707-0109,2026-07-07,S007,P1063,1,67.93,15,in_store,Y
20260707-0110,2026-07-07,S003,P1073,2,119.05,5,ship_from_store,Y
20260707-0111,2026-07-07,S004,P1073,1,125.32,0,ship_from_store,N
20260707-0112,2026-07-07,S003,P1056,1,129.61,10,in_store,Y
20260707-0113,2026-07-07,S005,P1058,4,263.59,0,in_store,Y
20260707-0114,2026-07-07,S002,P1054,2,70.68,0,pickup,N
20260707-0115,2026-07-07,S005,P1078,1,124.4,15,in_store,Y
20260707-0116,2026-07-07,S007,P1024,2,81.53,10,in_store,Y
20260707-0117,2026-07-07,S005,P1042,1,115.25,0,in_store,Y
20260707-0118,2026-07-07,S004,P1012,3,105.11,15,in_store,Y
20260707-0119,2026-07-07,S005,P1053,4,86.82,20,in_store,Y
20260707-0120,2026-07-07,S008,P1033,1,161.04,15,in_store,Y
20260707-0121,2026-07-07,S002,P1032,1,194.08,0,in_store,Y
20260707-0122,2026-07-07,S002,P1023,4,141.44,0,in_store,Y
20260707-0123,2026-07-07,S007,P1027,4,92.03,0,in_store,N
20260707-0124,2026-07-07,S001,P1030,1,126.26,0,ship_from_store,Y
20260707-0125,2026-07-07,S003,P1057,2,369.15,10,in_store,Y
20260707-0126,2026-07-07,S008,P1024,3,90.59,0,pickup,N
20260707-0127,2026-07-07,S008,P1015,1,182.28,5,in_store,N
20260707-0128,2026-07-07,S001,P1060,2,154.39,0,in_store,Y
20260707-0129,2026-07-07,S004,P1049,3,222.01,0,in_store,Y
20260707-0130,2026-07-07,S006,P1058,2,250.41,5,ship_from_store,N
20260707-0131,2026-07-07,S002,P1071,4,136.13,5,ship_from_store,Y
20260707-0132,2026-07-07,S003,P1010,1,524.81,5,pickup,Y
20260707-0133,2026-07-07,S002,P1048,2,56.22,20,in_store,Y
20260707-0134,2026-07-07,S003,P1052,1,388.91,0,in_store,Y
20260707-0135,2026-07-07,S002,P1057,3,389.66,5,in_store,Y
20260707-0136,2026-07-07,S004,P1072,4,120.86,10,in_store,Y
20260707-0137,2026-07-07,S003,P1070,2,202.52,0,in_store,Y
20260707-0138,2026-07-07,S007,P1033,1,189.46,0,pickup,N
20260707-0139,2026-07-07,S002,P1033,3,189.46,0,in_store,N
20260707-0140,2026-07-07,S007,P1028,2,518.02,20,in_store,Y
20260707-0141,2026-07-07,S007,P1050,1,71.54,5,in_store,Y
20260707-0142,2026-07-07,S006,P1040,2,108.81,0,in_store,N
20260707-0143,2026-07-07,S005,P1034,3,168.86,0,in_store,Y
20260707-0144,2026-07-07,S006,P1059,1,105.5,0,in_store,Y
20260707-0145,2026-07-07,S007,P1008,2,175.5,0,pickup,Y
20260707-0146,2026-07-07,S005,P1047,1,51.21,10,in_store,Y
20260707-0147,2026-07-07,S002,P1076,2,651.78,5,ship_from_store,Y
20260707-0148,2026-07-07,S004,P1019,4,161.09,10,in_store,Y
20260707-0149,2026-07-07,S005,P1036,1,157.72,0,in_store,Y
20260707-0150,2026-07-07,S007,P1038,3,157.5,20,in_store,Y
20260707-0151,2026-07-07,S003,P1061,4,147.84,0,in_store,N
20260707-0152,2026-07-07,S001,P1073,2,125.32,0,in_store,N
20260707-0153,2026-07-07,S006,P1051,2,402.94,5,in_store,Y
20260707-0154,2026-07-07,S005,P1024,2,72.47,20,ship_from_store,Y
20260707-0155,2026-07-07,S003,P1068,3,80.92,0,in_store,N
20260707-0156,2026-07-07,S002,P1046,2,233.42,0,ship_from_store,Y
20260707-0157,2026-07-07,S006,P1004,2,87.92,20,in_store,Y
20260707-0158,2026-07-07,S008,P1063,1,75.92,5,ship_from_store,N
20260707-0159,2026-07-07,S001,P1020,1,211.48,0,pickup,Y
20260707-0160,2026-07-07,S002,P1026,1,110.84,15,pickup,Y
20260707-0161,2026-07-07,S003,P1025,3,118.37,5,in_store,Y
20260707-0162,2026-07-07,S006,P1067,2,266.98,0,in_store,Y
20260707-0163,2026-07-07,S007,P1015,2,163.09,15,ship_from_store,Y
20260707-0164,2026-07-07,S003,P1079,2,256.21,0,in_store,Y
20260707-0165,2026-07-07,S005,P1067,2,266.98,0,in_store,Y
20260707-0166,2026-07-07,S003,P1028,2,582.77,10,ship_from_store,N
20260707-0167,2026-07-07,S006,P1050,1,71.54,5,in_store,Y
20260707-0168,2026-07-07,S007,P1010,1,441.94,20,in_store,Y
20260707-0169,2026-07-07,S006,P1020,4,190.33,10,in_store,N
20260707-0170,2026-07-07,S007,P1006,4,47.52,15,pickup,Y
20260707-0171,2026-07-07,S006,P1016,2,538.98,15,ship_from_store,Y
20260707-0172,2026-07-07,S006,P1052,3,350.02,10,in_store,N
20260707-0173,2026-07-07,S007,P1060,1,154.39,0,pickup,Y
20260707-0174,2026-07-07,S001,P1006,1,47.52,15,pickup,Y
20260707-0175,2026-07-07,S001,P1057,1,410.17,0,in_store,Y
