order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260713-0035,2026-07-13,S005,P1037,1,77.99,15,in_store,Y
20260713-0036,2026-07-13,S001,P1022,4,388.71,0,in_store,Y
20260713-0037,2026-07-13,S005,P1062,2,136.55,20,in_store,Y
20260713-0038,2026-07-13,S001,P1009,2,115.26,0,in_store,Y
20260713-0039,2026-07-13,S001,P1049,1,177.61,20,in_store,Y
20260713-0040,2026-07-13,S003,P1005,1,111.54,0,ship_from_store,Y
20260713-0041,2026-07-13,S003,P1029,1,100.74,20,in_store,Y
20260713-0042,2026-07-13,S005,P1017,1,64.63,0,in_store,N
20260713-0043,2026-07-13,S003,P1050,1,67.78,10,in_store,Y
20260713-0044,2026-07-13,S008,P1036,3,149.83,5,ship_from_store,Y
20260713-0045,2026-07-13,S001,P1044,1,189.25,0,in_store,Y
20260713-0046,2026-07-13,S006,P1034,3,160.42,5,pickup,Y
20260713-0047,2026-07-13,S003,P1033,4,189.46,0,ship_from_store,Y
20260713-0048,2026-07-13,S002,P1072,1,127.58,5,pickup,Y
20260713-0049,2026-07-13,S001,P1077,1,90.39,5,in_store,Y
20260713-0050,2026-07-13,S005,P1053,2,108.53,0,in_store,Y
20260713-0051,2026-07-13,S006,P1054,1,56.54,20,in_store,N
20260713-0052,2026-07-13,S003,P1039,2,367.84,0,in_store,Y
20260713-0053,2026-07-13,S007,P1045,1,348.41,0,pickup,Y
20260713-0054,2026-07-13,S002,P1059,2,105.5,0,in_store,Y
20260713-0055,2026-07-13,S003,P1008,1,140.4,20,in_store,Y
20260713-0056,2026-07-13,S004,P1034,2,168.86,0,in_store,Y
20260713-0057,2026-07-13,S004,P1015,3,182.28,5,in_store,Y
20260713-0058,2026-07-13,S007,P1040,1,92.49,15,ship_from_store,Y
20260713-0059,2026-07-13,S005,P1016,3,507.27,20,pickup,Y
20260713-0060,2026-07-13,S004,P1062,2,136.55,20,pickup,Y
20260713-0061,2026-07-13,S004,P1059,4,105.5,0,in_store,Y
20260713-0062,2026-07-13,S001,P1057,1,328.14,20,ship_from_store,Y
20260713-0063,2026-07-13,S004,P1023,1,120.22,15,in_store,Y
20260713-0064,2026-07-13,S007,P1063,1,79.92,0,ship_from_store,Y
20260713-0065,2026-07-13,S006,P1014,4,163.74,20,ship_from_store,Y
20260713-0066,2026-07-13,S006,P1032,2,174.67,10,pickup,N
20260713-0067,2026-07-13,S002,P1032,1,164.97,15,in_store,N
20260713-0068,2026-07-13,S001,P1061,3,118.27,20,in_store,Y
20260713-0069,2026-07-13,S004,P1021,2,73.74,0,in_store,Y
20260713-0070,2026-07-13,S007,P1045,4,296.15,15,in_store,Y
20260713-0071,2026-07-13,S002,P1023,4,127.3,10,in_store,N
20260713-0072,2026-07-13,S001,P1043,2,228.95,5,ship_from_store,Y
20260713-0073,2026-07-13,S001,P1030,4,126.26,0,in_store,N
20260713-0074,2026-07-13,S003,P1038,2,196.88,0,ship_from_store,N
20260713-0075,2026-07-13,S004,P1009,1,103.73,10,ship_from_store,Y
20260713-0076,2026-07-13,S007,P1040,1,97.93,10,in_store,N
20260713-0077,2026-07-13,S002,P1041,2,51.87,5,in_store,N
20260713-0078,2026-07-13,S008,P1043,2,216.9,10,in_store,Y
20260713-0079,2026-07-13,S006,P1059,1,105.5,0,in_store,N
20260713-0080,2026-07-13,S003,P1043,2,192.8,20,ship_from_store,N
20260713-0081,2026-07-13,S001,P1043,1,204.85,15,pickup,Y
20260713-0082,2026-07-13,S001,P1042,1,103.73,10,pickup,Y
20260713-0083,2026-07-13,S007,P1020,1,211.48,0,ship_from_store,N
20260713-0084,2026-07-13,S004,P1002,1,203.43,0,in_store,Y
20260713-0085,2026-07-13,S001,P1047,2,51.21,10,in_store,Y
20260713-0086,2026-07-13,S002,P1003,3,381.63,15,ship_from_store,N
20260713-0087,2026-07-13,S008,P1038,4,196.88,0,in_store,Y
20260713-0088,2026-07-13,S004,P1078,2,124.4,15,in_store,Y
20260713-0089,2026-07-13,S001,P1043,2,241.0,0,pickup,N
20260713-0090,2026-07-13,S001,P1025,4,112.14,10,pickup,Y
20260713-0091,2026-07-13,S008,P1006,3,47.52,15,in_store,Y
20260713-0092,2026-07-13,S007,P1063,1,63.94,20,ship_from_store,Y
20260713-0093,2026-07-13,S002,P1044,1,189.25,0,ship_from_store,Y
20260713-0094,2026-07-13,S001,P1010,1,469.57,15,in_store,Y
20260713-0095,2026-07-13,S007,P1045,1,348.41,0,in_store,Y
20260713-0096,2026-07-13,S007,P1014,1,173.97,15,in_store,Y
20260713-0097,2026-07-13,S001,P1027,4,82.83,10,pickup,Y
20260713-0098,2026-07-13,S008,P1039,2,367.84,0,pickup,Y
20260713-0099,2026-07-13,S006,P1079,1,256.21,0,in_store,Y
20260713-0100,2026-07-13,S005,P1072,2,134.29,0,ship_from_store,N
20260713-0101,2026-07-13,S001,P1064,1,614.45,0,in_store,N
20260713-0102,2026-07-13,S001,P1076,1,686.08,0,ship_from_store,Y
20260713-0103,2026-07-13,S003,P1028,3,582.77,10,ship_from_store,Y
20260713-0104,2026-07-13,S003,P1001,2,130.82,0,in_store,N
20260713-0105,2026-07-13,S003,P1006,4,44.73,20,in_store,Y
20260713-0106,2026-07-13,S007,P1032,1,194.08,0,ship_from_store,Y
20260713-0107,2026-07-13,S003,P1072,4,127.58,5,pickup,N
20260713-0108,2026-07-13,S004,P1009,4,97.97,15,pickup,Y
20260713-0109,2026-07-13,S005,P1019,1,161.09,10,pickup,Y
20260713-0110,2026-07-13,S003,P1075,1,165.22,0,pickup,N
20260713-0111,2026-07-13,S007,P1074,1,153.36,20,ship_from_store,Y
20260713-0112,2026-07-13,S008,P1048,1,56.22,20,in_store,Y
20260713-0113,2026-07-13,S001,P1005,2,111.54,0,pickup,N
20260713-0114,2026-07-13,S003,P1033,2,170.51,10,pickup,N
20260713-0115,2026-07-13,S003,P1048,2,63.25,10,in_store,Y
20260713-0116,2026-07-13,S002,P1001,1,130.82,0,pickup,Y
20260713-0117,2026-07-13,S001,P1063,3,79.92,0,in_store,Y
20260713-0118,2026-07-13,S001,P1064,1,583.73,5,in_store,Y
20260713-0119,2026-07-13,S001,P1006,3,44.73,20,ship_from_store,N
20260713-0120,2026-07-13,S001,P1010,4,524.81,5,in_store,Y
20260713-0121,2026-07-13,S005,P1063,3,79.92,0,in_store,Y
20260713-0122,2026-07-13,S004,P1023,1,120.22,15,in_store,Y
20260713-0123,2026-07-13,S007,P1041,2,51.87,5,in_store,Y
20260713-0124,2026-07-13,S003,P1030,1,126.26,0,pickup,N
20260713-0125,2026-07-13,S005,P1048,1,59.74,15,in_store,N
20260713-0126,2026-07-13,S005,P1062,2,170.69,0,pickup,Y
20260713-0127,2026-07-13,S003,P1037,2,91.75,0,ship_from_store,Y
20260713-0128,2026-07-13,S001,P1003,1,448.98,0,ship_from_store,N
20260713-0129,2026-07-13,S002,P1051,1,424.15,0,pickup,Y
20260713-0130,2026-07-13,S005,P1019,2,178.99,0,in_store,Y
20260713-0131,2026-07-13,S007,P1053,3,97.68,10,in_store,N
20260713-0132,2026-07-13,S008,P1036,1,149.83,5,in_store,Y
20260713-0133,2026-07-13,S001,P1045,2,348.41,0,pickup,Y
20260713-0134,2026-07-13,S007,P1040,1,87.05,20,in_store,Y
20260713-0135,2026-07-13,S002,P1079,4,204.97,20,in_store,Y
20260713-0136,2026-07-13,S002,P1069,4,256.36,0,pickup,Y
20260713-0137,2026-07-13,S003,P1029,1,119.63,5,pickup,N
20260713-0138,2026-07-13,S003,P1037,3,77.99,15,in_store,Y
20260713-0139,2026-07-13,S008,P1068,1,80.92,0,ship_from_store,N
20260713-0140,2026-07-13,S001,P1074,4,172.53,10,in_store,Y
20260713-0141,2026-07-13,S003,P1031,2,156.18,10,pickup,N
20260713-0142,2026-07-13,S002,P1015,2,163.09,15,pickup,Y
20260713-0143,2026-07-13,S008,P1064,2,614.45,0,in_store,Y
20260713-0144,2026-07-13,S007,P1075,1,148.7,10,in_store,N
20260713-0145,2026-07-13,S003,P1033,4,189.46,0,in_store,N
20260713-0146,2026-07-13,S008,P1042,4,115.25,0,ship_from_store,Y
20260713-0147,2026-07-13,S003,P1070,1,202.52,0,in_store,Y
20260713-0148,2026-07-13,S007,P1009,2,115.26,0,in_store,Y
20260713-0149,2026-07-13,S002,P1080,1,135.85,5,ship_from_store,Y
20260713-0150,2026-07-13,S004,P1078,3,139.03,5,in_store,Y
20260713-0151,2026-07-13,S005,P1058,1,263.59,0,in_store,Y
20260713-0152,2026-07-13,S001,P1060,1,154.39,0,in_store,Y
20260713-0153,2026-07-13,S006,P1073,4,106.52,15,in_store,N
20260713-0154,2026-07-13,S001,P1062,1,170.69,0,in_store,Y
20260713-0155,2026-07-13,S006,P1008,2,149.17,15,in_store,Y
20260713-0156,2026-07-13,S003,P1027,2,92.03,0,in_store,Y
20260713-0157,2026-07-13,S004,P1037,1,91.75,0,in_store,Y
