order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260711-0037,2026-07-11,S003,P1009,2,115.26,0,in_store,Y
20260711-0038,2026-07-11,S001,P1069,2,205.09,20,in_store,Y
20260711-0039,2026-07-11,S003,P1063,4,71.93,10,in_store,Y
20260711-0040,2026-07-11,S005,P1019,1,170.04,5,pickup,Y
20260711-0041,2026-07-11,S007,P1058,1,250.41,5,pickup,Y
20260711-0042,2026-07-11,S001,P1044,2,170.33,10,pickup,Y
20260711-0043,2026-07-11,S002,P1052,1,311.13,20,in_store,N
20260711-0044,2026-07-11,S006,P1005,1,111.54,0,ship_from_store,Y
20260711-0045,2026-07-11,S001,P1045,1,313.57,10,pickup,Y
20260711-0046,2026-07-11,S003,P1033,4,161.04,15,in_store,Y
20260711-0047,2026-07-11,S007,P1056,1,122.41,15,in_store,Y
20260711-0048,2026-07-11,S007,P1062,1,136.55,20,ship_from_store,N
20260711-0049,2026-07-11,S004,P1017,3,54.94,15,ship_from_store,Y
20260711-0050,2026-07-11,S007,P1028,2,518.02,20,ship_from_store,N
20260711-0051,2026-07-11,S006,P1069,2,217.91,15,ship_from_store,Y
20260711-0052,2026-07-11,S008,P1067,2,266.98,0,pickup,Y
20260711-0053,2026-07-11,S004,P1049,2,199.81,10,in_store,Y
20260711-0054,2026-07-11,S002,P1071,1,143.3,0,pickup,Y
20260711-0055,2026-07-11,S003,P1018,1,153.36,0,pickup,Y
20260711-0056,2026-07-11,S005,P1044,1,189.25,0,in_store,N
20260711-0057,2026-07-11,S003,P1017,1,64.63,0,in_store,Y
20260711-0058,2026-07-11,S003,P1044,1,151.4,20,in_store,Y
20260711-0059,2026-07-11,S004,P1024,1,86.06,5,in_store,Y
20260711-0060,2026-07-11,S002,P1007,1,112.42,0,in_store,Y
20260711-0061,2026-07-11,S001,P1047,1,56.9,0,pickup,Y
20260711-0062,2026-07-11,S003,P1070,1,182.27,10,ship_from_store,N
20260711-0063,2026-07-11,S004,P1026,1,130.4,0,in_store,N
20260711-0064,2026-07-11,S004,P1010,1,497.19,10,in_store,Y
20260711-0065,2026-07-11,S006,P1067,1,240.28,10,in_store,Y
20260711-0066,2026-07-11,S006,P1013,2,82.78,15,in_store,Y
20260711-0067,2026-07-11,S008,P1004,4,87.92,20,in_store,Y
20260711-0068,2026-07-11,S001,P1068,1,80.92,0,in_store,Y
20260711-0069,2026-07-11,S001,P1030,4,126.26,0,in_store,Y
20260711-0070,2026-07-11,S006,P1060,2,138.95,10,pickup,Y
20260711-0071,2026-07-11,S006,P1079,4,256.21,0,in_store,Y
20260711-0072,2026-07-11,S007,P1035,2,118.18,20,in_store,Y
20260711-0073,2026-07-11,S007,P1003,2,426.53,5,in_store,N
20260711-0074,2026-07-11,S004,P1021,4,66.37,10,pickup,Y
20260711-0075,2026-07-11,S001,P1040,1,103.37,5,ship_from_store,Y
20260711-0076,2026-07-11,S005,P1078,3,146.35,0,ship_from_store,N
20260711-0077,2026-07-11,S006,P1080,4,135.85,5,in_store,N
20260711-0078,2026-07-11,S007,P1026,2,104.32,20,ship_from_store,Y
20260711-0079,2026-07-11,S004,P1032,1,164.97,15,in_store,Y
20260711-0080,2026-07-11,S003,P1043,2,216.9,10,in_store,N
20260711-0081,2026-07-11,S008,P1063,3,71.93,10,in_store,Y
20260711-0082,2026-07-11,S005,P1035,1,132.96,10,in_store,Y
20260711-0083,2026-07-11,S008,P1048,1,56.22,20,in_store,Y
20260711-0084,2026-07-11,S001,P1070,4,172.14,15,pickup,Y
20260711-0085,2026-07-11,S008,P1023,1,141.44,0,pickup,N
20260711-0086,2026-07-11,S001,P1041,1,46.41,15,in_store,Y
20260711-0087,2026-07-11,S007,P1075,3,148.7,10,pickup,Y
20260711-0088,2026-07-11,S002,P1021,1,73.74,0,in_store,N
20260711-0089,2026-07-11,S004,P1014,1,204.67,0,in_store,Y
20260711-0090,2026-07-11,S005,P1052,4,330.57,15,in_store,Y
20260711-0091,2026-07-11,S002,P1048,1,70.28,0,ship_from_store,N
20260711-0092,2026-07-11,S002,P1043,3,241.0,0,in_store,N
20260711-0093,2026-07-11,S005,P1078,1,146.35,0,in_store,Y
20260711-0094,2026-07-11,S004,P1072,1,127.58,5,pickup,N
20260711-0095,2026-07-11,S002,P1022,1,349.84,10,in_store,N
20260711-0096,2026-07-11,S007,P1008,3,157.95,10,ship_from_store,N
20260711-0097,2026-07-11,S006,P1030,1,107.32,15,ship_from_store,Y
20260711-0098,2026-07-11,S006,P1056,1,122.41,15,in_store,Y
