order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260710-0034,2026-07-10,S002,P1072,2,134.29,0,in_store,Y
20260710-0035,2026-07-10,S001,P1077,4,95.15,0,ship_from_store,Y
20260710-0036,2026-07-10,S002,P1075,2,148.7,10,ship_from_store,Y
20260710-0037,2026-07-10,S008,P1050,2,67.78,10,in_store,Y
20260710-0038,2026-07-10,S001,P1062,1,145.09,15,in_store,Y
20260710-0039,2026-07-10,S005,P1011,1,133.07,0,in_store,Y
20260710-0040,2026-07-10,S003,P1015,4,182.28,5,in_store,Y
20260710-0041,2026-07-10,S001,P1026,1,104.32,20,ship_from_store,Y
20260710-0042,2026-07-10,S003,P1066,2,94.39,10,in_store,Y
20260710-0043,2026-07-10,S002,P1029,4,125.93,0,pickup,N
20260710-0044,2026-07-10,S004,P1065,2,90.29,20,in_store,Y
20260710-0045,2026-07-10,S003,P1030,1,126.26,0,in_store,Y
20260710-0046,2026-07-10,S003,P1061,1,147.84,0,ship_from_store,Y
20260710-0047,2026-07-10,S002,P1067,4,266.98,0,pickup,Y
20260710-0048,2026-07-10,S006,P1013,3,97.39,0,ship_from_store,N
20260710-0049,2026-07-10,S001,P1021,3,62.68,15,in_store,Y
20260710-0050,2026-07-10,S002,P1078,1,146.35,0,in_store,Y
20260710-0051,2026-07-10,S004,P1062,2,170.69,0,in_store,Y
20260710-0052,2026-07-10,S001,P1017,2,58.17,10,in_store,Y
20260710-0053,2026-07-10,S005,P1057,3,389.66,5,in_store,N
20260710-0054,2026-07-10,S003,P1021,3,73.74,0,in_store,Y
20260710-0055,2026-07-10,S007,P1066,4,104.88,0,in_store,Y
20260710-0056,2026-07-10,S008,P1014,4,204.67,0,ship_from_store,Y
20260710-0057,2026-07-10,S002,P1028,1,582.77,10,in_store,Y
20260710-0058,2026-07-10,S003,P1032,3,194.08,0,pickup,Y
20260710-0059,2026-07-10,S004,P1067,2,253.63,5,in_store,Y
20260710-0060,2026-07-10,S008,P1046,1,233.42,0,ship_from_store,Y
20260710-0061,2026-07-10,S007,P1019,2,143.19,20,pickup,Y
20260710-0062,2026-07-10,S001,P1051,2,339.32,20,ship_from_store,Y
20260710-0063,2026-07-10,S002,P1071,3,143.3,0,in_store,N
20260710-0064,2026-07-10,S008,P1013,2,77.91,20,in_store,N
20260710-0065,2026-07-10,S001,P1061,2,133.06,10,pickup,N
20260710-0066,2026-07-10,S002,P1063,1,71.93,10,in_store,Y
20260710-0067,2026-07-10,S001,P1054,2,56.54,20,ship_from_store,N
20260710-0068,2026-07-10,S008,P1067,3,266.98,0,pickup,N
20260710-0069,2026-07-10,S007,P1050,2,60.25,20,ship_from_store,Y
20260710-0070,2026-07-10,S001,P1038,2,196.88,0,in_store,Y
20260710-0071,2026-07-10,S002,P1035,2,132.96,10,in_store,Y
20260710-0072,2026-07-10,S003,P1031,2,156.18,10,in_store,Y
20260710-0073,2026-07-10,S002,P1033,1,151.57,20,in_store,N
20260710-0074,2026-07-10,S006,P1043,2,204.85,15,in_store,Y
20260710-0075,2026-07-10,S002,P1011,4,133.07,0,ship_from_store,Y
20260710-0076,2026-07-10,S003,P1046,2,210.08,10,ship_from_store,N
20260710-0077,2026-07-10,S002,P1060,1,131.23,15,in_store,Y
20260710-0078,2026-07-10,S004,P1015,1,172.68,10,in_store,N
20260710-0079,2026-07-10,S003,P1046,2,233.42,0,ship_from_store,Y
20260710-0080,2026-07-10,S002,P1058,4,263.59,0,ship_from_store,Y
20260710-0081,2026-07-10,S001,P1040,1,97.93,10,pickup,Y
20260710-0082,2026-07-10,S007,P1008,1,157.95,10,in_store,Y
20260710-0083,2026-07-10,S007,P1059,1,105.5,0,ship_from_store,Y
20260710-0084,2026-07-10,S002,P1028,2,647.52,0,in_store,Y
20260710-0085,2026-07-10,S003,P1042,3,109.49,5,in_store,Y
20260710-0086,2026-07-10,S001,P1030,1,126.26,0,pickup,Y
20260710-0087,2026-07-10,S005,P1073,2,100.26,20,in_store,N
20260710-0088,2026-07-10,S001,P1050,1,60.25,20,in_store,Y
20260710-0089,2026-07-10,S007,P1012,1,123.66,0,pickup,Y
20260710-0090,2026-07-10,S005,P1062,2,162.16,5,in_store,Y
20260710-0091,2026-07-10,S006,P1061,2,125.66,15,pickup,Y
20260710-0092,2026-07-10,S007,P1052,2,369.46,5,in_store,Y
20260710-0093,2026-07-10,S002,P1061,1,147.84,0,pickup,Y
20260710-0094,2026-07-10,S003,P1047,2,45.52,20,in_store,N
20260710-0095,2026-07-10,S001,P1070,1,162.02,20,ship_from_store,Y
20260710-0096,2026-07-10,S002,P1067,2,240.28,10,pickup,Y
20260710-0097,2026-07-10,S001,P1009,1,97.97,15,in_store,Y
20260710-0098,2026-07-10,S007,P1061,1,118.27,20,in_store,Y
20260710-0099,2026-07-10,S008,P1072,2,134.29,0,in_store,Y
20260710-0100,2026-07-10,S003,P1017,1,51.7,20,in_store,Y
20260710-0101,2026-07-10,S001,P1068,3,64.74,20,in_store,Y
20260710-0102,2026-07-10,S004,P1011,2,133.07,0,ship_from_store,Y
20260710-0103,2026-07-10,S006,P1050,1,75.31,0,in_store,Y
20260710-0104,2026-07-10,S006,P1007,2,106.8,5,in_store,Y
20260710-0105,2026-07-10,S003,P1061,1,147.84,0,pickup,N
20260710-0106,2026-07-10,S002,P1012,1,123.66,0,pickup,Y
20260710-0107,2026-07-10,S003,P1057,1,369.15,10,pickup,Y
20260710-0108,2026-07-10,S003,P1053,3,92.25,15,ship_from_store,N
20260710-0109,2026-07-10,S007,P1066,4,104.88,0,in_store,Y
20260710-0110,2026-07-10,S004,P1074,1,172.53,10,ship_from_store,Y
20260710-0111,2026-07-10,S005,P1034,1,151.97,10,in_store,Y
20260710-0112,2026-07-10,S003,P1080,4,114.4,20,ship_from_store,Y
20260710-0113,2026-07-10,S007,P1051,1,424.15,0,ship_from_store,Y
20260710-0114,2026-07-10,S008,P1003,1,381.63,15,ship_from_store,Y
20260710-0115,2026-07-10,S001,P1058,1,224.05,15,ship_from_store,Y
20260710-0116,2026-07-10,S004,P1028,1,647.52,0,in_store,Y
20260710-0117,2026-07-10,S002,P1033,3,179.99,5,ship_from_store,Y
20260710-0118,2026-07-10,S005,P1046,2,233.42,0,in_store,N
20260710-0119,2026-07-10,S007,P1078,4,131.72,10,in_store,Y
20260710-0120,2026-07-10,S004,P1069,4,217.91,15,in_store,Y
20260710-0121,2026-07-10,S004,P1080,1,143.0,0,pickup,Y
20260710-0122,2026-07-10,S003,P1068,3,80.92,0,in_store,Y
20260710-0123,2026-07-10,S005,P1005,2,111.54,0,in_store,Y
20260710-0124,2026-07-10,S003,P1061,1,133.06,10,ship_from_store,Y
20260710-0125,2026-07-10,S008,P1017,3,51.7,20,in_store,N
20260710-0126,2026-07-10,S005,P1078,1,139.03,5,in_store,Y
20260710-0127,2026-07-10,S002,P1050,3,71.54,5,ship_from_store,N
20260710-0128,2026-07-10,S004,P1011,1,133.07,0,ship_from_store,N
20260710-0129,2026-07-10,S004,P1063,2,79.92,0,in_store,Y
20260710-0130,2026-07-10,S001,P1075,1,165.22,0,in_store,Y
20260710-0131,2026-07-10,S004,P1063,1,67.93,15,ship_from_store,Y
20260710-0132,2026-07-10,S008,P1036,3,149.83,5,pickup,N
20260710-0133,2026-07-10,S003,P1010,1,497.19,10,in_store,N
20260710-0134,2026-07-10,S003,P1027,1,92.03,0,in_store,Y
20260710-0135,2026-07-10,S004,P1052,2,330.57,15,pickup,Y
20260710-0136,2026-07-10,S005,P1017,1,64.63,0,ship_from_store,Y
20260710-0137,2026-07-10,S003,P1064,2,614.45,0,in_store,Y
20260710-0138,2026-07-10,S002,P1034,2,143.53,15,ship_from_store,Y
20260710-0139,2026-07-10,S008,P1006,1,55.91,0,ship_from_store,Y
20260710-0140,2026-07-10,S002,P1072,1,114.15,15,in_store,Y
20260710-0141,2026-07-10,S006,P1036,1,126.18,20,in_store,N
20260710-0142,2026-07-10,S003,P1043,2,228.95,5,pickup,Y
20260710-0143,2026-07-10,S006,P1022,1,388.71,0,in_store,Y
20260710-0144,2026-07-10,S007,P1026,1,130.4,0,pickup,Y
20260710-0145,2026-07-10,S006,P1046,2,198.41,15,in_store,Y
20260710-0146,2026-07-10,S001,P1074,3,172.53,10,in_store,Y
20260710-0147,2026-07-10,S005,P1038,1,196.88,0,in_store,N
20260710-0148,2026-07-10,S001,P1059,1,105.5,0,in_store,Y
20260710-0149,2026-07-10,S004,P1026,2,123.88,5,in_store,Y
20260710-0150,2026-07-10,S003,P1064,4,491.56,20,in_store,Y
20260710-0151,2026-07-10,S004,P1047,4,51.21,10,ship_from_store,Y
20260710-0152,2026-07-10,S003,P1002,1,183.09,10,pickup,N
20260710-0153,2026-07-10,S002,P1024,1,77.0,15,in_store,Y
20260710-0154,2026-07-10,S008,P1067,2,240.28,10,ship_from_store,Y
20260710-0155,2026-07-10,S006,P1042,1,97.96,15,pickup,Y
20260710-0156,2026-07-10,S005,P1059,4,105.5,0,in_store,N
20260710-0157,2026-07-10,S006,P1043,2,241.0,0,in_store,Y
20260710-0158,2026-07-10,S007,P1016,1,538.98,15,in_store,N
20260710-0159,2026-07-10,S006,P1024,1,77.0,15,in_store,N
20260710-0160,2026-07-10,S004,P1077,2,76.12,20,in_store,N
20260710-0161,2026-07-10,S008,P1030,3,126.26,0,in_store,Y
20260710-0162,2026-07-10,S002,P1069,2,230.72,10,pickup,N
20260710-0163,2026-07-10,S008,P1069,1,256.36,0,in_store,Y
20260710-0164,2026-07-10,S007,P1077,2,76.12,20,in_store,Y
20260710-0165,2026-07-10,S001,P1072,4,134.29,0,in_store,Y
20260710-0166,2026-07-10,S004,P1024,1,81.53,10,in_store,Y
20260710-0167,2026-07-10,S004,P1033,2,189.46,0,in_store,Y
20260710-0168,2026-07-10,S003,P1058,2,237.23,10,ship_from_store,Y
20260710-0169,2026-07-10,S005,P1044,1,189.25,0,in_store,N
20260710-0170,2026-07-10,S006,P1041,2,51.87,5,in_store,N
