order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260708-0030,2026-07-08,S007,P1073,1,125.32,0,pickup,Y
20260708-0031,2026-07-08,S004,P1063,2,75.92,5,in_store,Y
20260708-0032,2026-07-08,S005,P1032,2,174.67,10,pickup,Y
20260708-0033,2026-07-08,S006,P1024,1,81.53,10,ship_from_store,Y
20260708-0034,2026-07-08,S003,P1048,3,70.28,0,pickup,Y
20260708-0035,2026-07-08,S007,P1017,4,51.7,20,in_store,N
20260708-0036,2026-07-08,S001,P1058,2,237.23,10,pickup,Y
20260708-0037,2026-07-08,S008,P1041,1,54.6,0,ship_from_store,Y
20260708-0038,2026-07-08,S005,P1030,2,126.26,0,in_store,Y
20260708-0039,2026-07-08,S002,P1068,1,80.92,0,in_store,Y
20260708-0040,2026-07-08,S008,P1012,3,98.93,20,in_store,Y
20260708-0041,2026-07-08,S006,P1003,2,448.98,0,in_store,Y
20260708-0042,2026-07-08,S006,P1038,1,196.88,0,in_store,Y
20260708-0043,2026-07-08,S001,P1037,1,73.4,20,in_store,Y
20260708-0044,2026-07-08,S005,P1015,1,191.87,0,in_store,Y
20260708-0045,2026-07-08,S004,P1054,2,70.68,0,in_store,Y
20260708-0046,2026-07-08,S002,P1020,4,190.33,10,pickup,Y
20260708-0047,2026-07-08,S001,P1010,2,441.94,20,in_store,Y
20260708-0048,2026-07-08,S008,P1036,1,157.72,0,pickup,N
20260708-0049,2026-07-08,S001,P1034,1,168.86,0,ship_from_store,N
20260708-0050,2026-07-08,S008,P1064,1,614.45,0,in_store,Y
20260708-0051,2026-07-08,S004,P1041,4,49.14,10,in_store,N
20260708-0052,2026-07-08,S005,P1073,1,100.26,20,in_store,Y
20260708-0053,2026-07-08,S008,P1037,2,77.99,15,in_store,Y
20260708-0054,2026-07-08,S005,P1005,1,111.54,0,in_store,Y
20260708-0055,2026-07-08,S002,P1033,2,189.46,0,ship_from_store,Y
20260708-0056,2026-07-08,S008,P1080,1,128.7,10,ship_from_store,Y
20260708-0057,2026-07-08,S006,P1040,2,108.81,0,in_store,Y
20260708-0058,2026-07-08,S004,P1010,1,552.43,0,in_store,Y
20260708-0059,2026-07-08,S003,P1021,1,58.99,20,in_store,Y
20260708-0060,2026-07-08,S003,P1054,1,70.68,0,in_store,Y
20260708-0061,2026-07-08,S001,P1066,1,89.15,15,ship_from_store,Y
20260708-0062,2026-07-08,S005,P1051,2,381.74,10,in_store,Y
20260708-0063,2026-07-08,S006,P1015,4,191.87,0,in_store,Y
20260708-0064,2026-07-08,S008,P1043,1,228.95,5,pickup,Y
20260708-0065,2026-07-08,S005,P1050,2,71.54,5,in_store,Y
20260708-0066,2026-07-08,S008,P1052,1,330.57,15,in_store,Y
20260708-0067,2026-07-08,S008,P1014,1,204.67,0,ship_from_store,Y
20260708-0068,2026-07-08,S004,P1050,3,67.78,10,in_store,Y
20260708-0069,2026-07-08,S005,P1043,2,204.85,15,in_store,N
20260708-0070,2026-07-08,S004,P1014,2,184.2,10,in_store,Y
20260708-0071,2026-07-08,S002,P1069,2,256.36,0,pickup,Y
20260708-0072,2026-07-08,S003,P1016,1,634.09,0,in_store,Y
20260708-0073,2026-07-08,S005,P1057,4,410.17,0,pickup,Y
20260708-0074,2026-07-08,S008,P1050,2,60.25,20,in_store,Y
20260708-0075,2026-07-08,S002,P1040,1,103.37,5,pickup,Y
20260708-0076,2026-07-08,S007,P1027,2,87.43,5,pickup,Y
20260708-0077,2026-07-08,S005,P1039,1,331.06,10,ship_from_store,Y
20260708-0078,2026-07-08,S008,P1043,2,228.95,5,in_store,Y
20260708-0079,2026-07-08,S007,P1002,4,193.26,5,pickup,Y
20260708-0080,2026-07-08,S002,P1070,3,202.52,0,in_store,N
20260708-0081,2026-07-08,S008,P1038,1,196.88,0,in_store,Y
20260708-0082,2026-07-08,S003,P1028,2,518.02,20,pickup,Y
20260708-0083,2026-07-08,S003,P1018,1,130.36,15,in_store,N
20260708-0084,2026-07-08,S008,P1031,4,138.82,20,in_store,N
20260708-0085,2026-07-08,S007,P1080,4,121.55,15,in_store,Y
20260708-0086,2026-07-08,S002,P1039,4,312.66,15,in_store,Y
20260708-0087,2026-07-08,S005,P1020,2,211.48,0,ship_from_store,Y
20260708-0088,2026-07-08,S007,P1012,2,105.11,15,in_store,Y
20260708-0089,2026-07-08,S003,P1076,2,686.08,0,in_store,Y
20260708-0090,2026-07-08,S003,P1062,1,170.69,0,in_store,Y
20260708-0091,2026-07-08,S001,P1052,4,388.91,0,in_store,Y
20260708-0092,2026-07-08,S007,P1014,1,173.97,15,in_store,Y
20260708-0093,2026-07-08,S006,P1050,4,64.01,15,in_store,N
20260708-0094,2026-07-08,S008,P1009,1,92.21,20,ship_from_store,N
20260708-0095,2026-07-08,S004,P1026,2,117.36,10,in_store,N
20260708-0096,2026-07-08,S005,P1063,3,79.92,0,ship_from_store,Y
20260708-0097,2026-07-08,S007,P1044,4,170.33,10,in_store,Y
20260708-0098,2026-07-08,S007,P1076,1,686.08,0,in_store,Y
20260708-0099,2026-07-08,S006,P1064,1,614.45,0,in_store,N
20260708-0100,2026-07-08,S001,P1068,3,80.92,0,in_store,Y
20260708-0101,2026-07-08,S007,P1044,2,170.33,10,pickup,Y
20260708-0102,2026-07-08,S007,P1060,3,154.39,0,in_store,Y
20260708-0103,2026-07-08,S008,P1039,1,331.06,10,pickup,Y
20260708-0104,2026-07-08,S001,P1071,1,143.3,0,ship_from_store,Y
20260708-0105,2026-07-08,S007,P1065,1,90.29,20,ship_from_store,Y
20260708-0106,2026-07-08,S004,P1076,1,617.47,10,in_store,Y
20260708-0107,2026-07-08,S005,P1013,2,97.39,0,in_store,Y
20260708-0108,2026-07-08,S003,P1019,4,178.99,0,pickup,Y
20260708-0109,2026-07-08,S006,P1069,2,205.09,20,in_store,Y
20260708-0110,2026-07-08,S004,P1044,1,179.79,5,in_store,Y
20260708-0111,2026-07-08,S001,P1058,4,210.87,20,in_store,N
20260708-0112,2026-07-08,S001,P1012,1,117.48,5,pickup,Y
20260708-0113,2026-07-08,S007,P1060,3,154.39,0,in_store,Y
20260708-0114,2026-07-08,S002,P1016,1,507.27,20,in_store,Y
20260708-0115,2026-07-08,S006,P1054,3,70.68,0,in_store,Y
20260708-0116,2026-07-08,S001,P1034,3,135.09,20,ship_from_store,N
20260708-0117,2026-07-08,S002,P1021,1,73.74,0,pickup,Y
20260708-0118,2026-07-08,S007,P1054,4,56.54,20,ship_from_store,Y
20260708-0119,2026-07-08,S004,P1076,2,548.86,20,in_store,Y
20260708-0120,2026-07-08,S006,P1049,1,177.61,20,in_store,Y
20260708-0121,2026-07-08,S004,P1038,4,177.19,10,ship_from_store,Y
20260708-0122,2026-07-08,S003,P1012,1,123.66,0,in_store,N
20260708-0123,2026-07-08,S005,P1078,4,146.35,0,in_store,Y
20260708-0124,2026-07-08,S006,P1068,1,80.92,0,in_store,Y
20260708-0125,2026-07-08,S005,P1052,4,388.91,0,ship_from_store,Y
20260708-0126,2026-07-08,S004,P1001,4,117.74,10,in_store,N
20260708-0127,2026-07-08,S002,P1059,4,100.22,5,in_store,N
20260708-0128,2026-07-08,S003,P1027,1,87.43,5,pickup,Y
20260708-0129,2026-07-08,S003,P1066,1,94.39,10,in_store,Y
20260708-0130,2026-07-08,S007,P1055,1,263.69,5,in_store,Y
20260708-0131,2026-07-08,S001,P1038,4,167.35,15,pickup,Y
20260708-0132,2026-07-08,S004,P1071,2,114.64,20,pickup,Y
20260708-0133,2026-07-08,S008,P1032,1,194.08,0,in_store,Y
20260708-0134,2026-07-08,S003,P1056,1,144.01,0,pickup,Y
20260708-0135,2026-07-08,S004,P1010,2,552.43,0,in_store,Y
20260708-0136,2026-07-08,S005,P1009,2,92.21,20,in_store,Y
20260708-0137,2026-07-08,S003,P1050,1,67.78,10,in_store,Y
20260708-0138,2026-07-08,S001,P1038,1,196.88,0,in_store,N
20260708-0139,2026-07-08,S007,P1041,3,54.6,0,ship_from_store,Y
20260708-0140,2026-07-08,S002,P1011,3,106.46,20,in_store,Y
20260708-0141,2026-07-08,S003,P1063,2,79.92,0,in_store,Y
